0.27	81.69	1831	8169	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.28	80.64	1936	8064	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.29	79.78	2022	7978	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.30	78.92	2108	7892	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.31	76.58	2342	7658	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.32	75.5	2450	7550	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.33	74.71	2529	7471	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.34	74.38	2562	7438	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.35	72.0	2800	7200	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.36	70.92	2908	7092	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.37	69.07	3093	6907	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.38	67.85	3215	6785	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.39	65.63	3437	6563	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.40	65.6	3440	6560	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.41	63.87	3613	6387	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.42	61.61	3839	6161	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.43	60.53	3947	6053	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.44	57.95	4205	5795	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.45	58.17	4183	5817	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.46	55.71	4429	5571	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.47	54.29	4571	5429	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.48	54.17	4583	5417	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.49	51.16	4884	5116	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.50	49.95	5005	4995	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.51	48.25	5175	4825	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.52	47.34	5266	4734	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.53	46.3	5370	4630	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.54	43.83	5617	4383	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.55	42.15	5785	4215	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.56	40.16	5984	4016	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.57	39.41	6059	3941	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.58	37.79	6221	3779	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.59	36.84	6316	3684	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.60	35.03	6497	3503	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.61	34.32	6568	3432	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.62	32.24	6776	3224	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.63	30.93	6907	3093	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.64	29.95	7005	2995	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.65	27.9	7210	2790	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.66	25.91	7409	2591	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.67	25.14	7486	2514	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.68	23.98	7602	2398	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.69	23.05	7695	2305	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.70	21.46	7854	2146	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.71	20.24	7976	2024	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.72	19.11	8089	1911	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.73	17.75	8225	1775	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.74	16.93	8307	1693	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.75	15.6	8440	1560	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.76	15.17	8483	1517	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.77	13.04	8696	1304	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.78	12.46	8754	1246	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.79	11.99	8801	1199	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.80	11.13	8887	1113	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.81	9.31	9069	931	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.82	8.44	9156	844	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.83	7.91	9209	791	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.84	6.61	9339	661	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.85	5.88	9412	588	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.86	5.29	9471	529	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.87	4.52	9548	452	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.88	4.36	9564	436	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.89	3.54	9646	354	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.90	2.45	9755	245	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.91	2.36	9764	236	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.92	1.7	9830	170	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.93	1.3	9870	130	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.94	1.07	9893	107	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.95	0.66	9934	66	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.96	0.54	9946	54	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.97	0.21	9979	21	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.98	0.09	9991	9	10000	10000	30000	20000	33.333333333333336	66.66666666666667
0.99	0.05	9995	5	10000	10000	30000	20000	33.333333333333336	66.66666666666667
